YEAR;MO;DY;HR;WS50M;DATE
2024;9;26;1;1.8;26/09/2024
2024;9;26;2;1.52;26/09/2024
2024;9;26;3;1.32;26/09/2024
2024;9;26;4;1.19;26/09/2024
2024;9;26;5;1.33;26/09/2024
2024;9;26;6;1.49;26/09/2024
2024;9;26;7;1.5;26/09/2024
2024;9;26;8;1.48;26/09/2024
2024;9;26;9;1.2;26/09/2024
2024;9;26;10;0.73;26/09/2024
2024;9;26;11;0.55;26/09/2024
2024;9;26;12;0.97;26/09/2024
2024;9;26;13;1.45;26/09/2024
2024;9;26;14;1.85;26/09/2024
2024;9;26;15;2.16;26/09/2024
2024;9;26;16;2.3;26/09/2024
2024;9;26;17;2.28;26/09/2024
2024;9;26;18;2.23;26/09/2024
2024;9;26;19;2.1;26/09/2024
2024;9;26;20;2.01;26/09/2024
2024;9;26;21;2.01;26/09/2024
2024;9;26;22;2.19;26/09/2024
2024;9;26;23;2.48;26/09/2024
2024;9;27;0;2.67;27/09/2024
2024;9;27;1;2.97;27/09/2024
2024;9;27;2;3.36;27/09/2024
2024;9;27;3;3.8;27/09/2024
2024;9;27;4;4.06;27/09/2024
2024;9;27;5;4.27;27/09/2024
2024;9;27;6;4.25;27/09/2024
2024;9;27;7;4.31;27/09/2024
2024;9;27;8;4.27;27/09/2024
2024;9;27;9;3.99;27/09/2024
2024;9;27;10;3.5;27/09/2024
2024;9;27;11;2.77;27/09/2024
2024;9;27;12;2.06;27/09/2024
2024;9;27;13;1.73;27/09/2024
2024;9;27;14;1.65;27/09/2024
2024;9;27;15;1.63;27/09/2024
2024;9;27;16;1.73;27/09/2024
2024;9;27;17;1.75;27/09/2024
2024;9;27;18;1.62;27/09/2024
2024;9;27;19;1.44;27/09/2024
2024;9;27;20;1.27;27/09/2024
2024;9;27;21;1.08;27/09/2024
2024;9;27;22;0.91;27/09/2024
2024;9;27;23;0.84;27/09/2024
2024;9;28;0;0.64;28/09/2024
2024;9;28;1;0.46;28/09/2024
2024;9;28;2;0.33;28/09/2024
2024;9;28;3;0.33;28/09/2024
2024;9;28;4;0.45;28/09/2024
2024;9;28;5;0.93;28/09/2024
2024;9;28;6;1.2;28/09/2024
2024;9;28;7;0.87;28/09/2024
2024;9;28;8;1.65;28/09/2024
2024;9;28;9;3.01;28/09/2024
2024;9;28;10;3.34;28/09/2024
2024;9;28;11;2.55;28/09/2024
2024;9;28;12;2.06;28/09/2024
2024;9;28;13;2.42;28/09/2024
2024;9;28;14;3.06;28/09/2024
2024;9;28;15;3.59;28/09/2024
2024;9;28;16;3.64;28/09/2024
2024;9;28;17;2.94;28/09/2024
2024;9;28;18;1.83;28/09/2024
2024;9;28;19;0.69;28/09/2024
2024;9;28;20;1.09;28/09/2024
2024;9;28;21;2.09;28/09/2024
2024;9;28;22;2.88;28/09/2024
2024;9;28;23;3.27;28/09/2024
2024;9;29;0;3.41;29/09/2024
2024;9;29;1;3.57;29/09/2024
2024;9;29;2;3.85;29/09/2024
2024;9;29;3;4.06;29/09/2024
2024;9;29;4;4.26;29/09/2024
2024;9;29;5;4.52;29/09/2024
2024;9;29;6;4.59;29/09/2024
2024;9;29;7;4.63;29/09/2024
2024;9;29;8;4.96;29/09/2024
2024;9;29;9;4.86;29/09/2024
2024;9;29;10;4.72;29/09/2024
2024;9;29;11;4.31;29/09/2024
2024;9;29;12;3.76;29/09/2024
2024;9;29;13;3.29;29/09/2024
2024;9;29;14;3.02;29/09/2024
2024;9;29;15;2.87;29/09/2024
2024;9;29;16;2.84;29/09/2024
2024;9;29;17;2.97;29/09/2024
2024;9;29;18;3.24;29/09/2024
2024;9;29;19;3.32;29/09/2024
2024;9;29;20;3.36;29/09/2024
2024;9;29;21;3.49;29/09/2024
2024;9;29;22;3.56;29/09/2024
2024;9;29;23;3.89;29/09/2024
2024;9;30;0;4.16;30/09/2024
2024;9;30;1;4.15;30/09/2024
2024;9;30;2;4.19;30/09/2024
2024;9;30;3;4.28;30/09/2024
2024;9;30;4;4.35;30/09/2024
2024;9;30;5;4.53;30/09/2024
2024;9;30;6;4.59;30/09/2024
2024;9;30;7;4.44;30/09/2024
2024;9;30;8;4.74;30/09/2024
2024;9;30;9;4.66;30/09/2024
2024;9;30;10;4.38;30/09/2024
2024;9;30;11;3.76;30/09/2024
2024;9;30;12;3.03;30/09/2024
2024;9;30;13;2.37;30/09/2024
2024;9;30;14;2.21;30/09/2024
2024;9;30;15;2.43;30/09/2024
2024;9;30;16;2.86;30/09/2024
2024;9;30;17;3.31;30/09/2024
2024;9;30;18;3.58;30/09/2024
2024;9;30;19;3.45;30/09/2024
2024;9;30;20;3.3;30/09/2024
2024;9;30;21;3.44;30/09/2024
2024;9;30;22;3.92;30/09/2024
2024;9;30;23;4.41;30/09/2024
2024;10;1;0;4.67;01/10/2024
2024;10;1;1;4.74;01/10/2024
2024;10;1;2;4.65;01/10/2024
2024;10;1;3;4.42;01/10/2024
2024;10;1;4;4.21;01/10/2024
2024;10;1;5;4.08;01/10/2024
2024;10;1;6;3.92;01/10/2024
2024;10;1;7;3.7;01/10/2024
2024;10;1;8;3.6;01/10/2024
2024;10;1;9;3.37;01/10/2024
2024;10;1;10;2.99;01/10/2024
2024;10;1;11;2.27;01/10/2024
2024;10;1;12;1.5;01/10/2024
2024;10;1;13;0.96;01/10/2024
2024;10;1;14;0.83;01/10/2024
2024;10;1;15;1.17;01/10/2024
2024;10;1;16;1.58;01/10/2024
2024;10;1;17;1.93;01/10/2024
2024;10;1;18;2.34;01/10/2024
2024;10;1;19;2.65;01/10/2024
2024;10;1;20;2.97;01/10/2024
2024;10;1;21;3.35;01/10/2024
2024;10;1;22;3.74;01/10/2024
2024;10;1;23;3.99;01/10/2024
2024;10;2;0;4.12;02/10/2024
2024;10;2;1;4.12;02/10/2024
2024;10;2;2;4.16;02/10/2024
2024;10;2;3;4.3;02/10/2024
2024;10;2;4;4.49;02/10/2024
2024;10;2;5;4.73;02/10/2024
2024;10;2;6;4.71;02/10/2024
2024;10;2;7;4.76;02/10/2024
2024;10;2;8;4.94;02/10/2024
2024;10;2;9;4.68;02/10/2024
2024;10;2;10;3.99;02/10/2024
2024;10;2;11;2.78;02/10/2024
2024;10;2;12;1.48;02/10/2024
2024;10;2;13;0.96;02/10/2024
2024;10;2;14;1.94;02/10/2024
2024;10;2;15;2.94;02/10/2024
2024;10;2;16;3.67;02/10/2024
2024;10;2;17;3.79;02/10/2024
2024;10;2;18;4.04;02/10/2024
2024;10;2;19;4.16;02/10/2024
2024;10;2;20;3.95;02/10/2024
2024;10;2;21;3.72;02/10/2024
2024;10;2;22;3.62;02/10/2024
2024;10;2;23;3.86;02/10/2024
2024;10;3;0;4.2;03/10/2024
2024;10;3;1;4.24;03/10/2024
2024;10;3;2;3.94;03/10/2024
2024;10;3;3;3.3;03/10/2024
2024;10;3;4;2.47;03/10/2024
2024;10;3;5;1.54;03/10/2024
2024;10;3;6;0.7;03/10/2024
2024;10;3;7;0.61;03/10/2024
2024;10;3;8;1.25;03/10/2024
2024;10;3;9;1.64;03/10/2024
2024;10;3;10;1.78;03/10/2024
2024;10;3;11;1.76;03/10/2024
2024;10;3;12;1.57;03/10/2024
2024;10;3;13;1.52;03/10/2024
2024;10;3;14;1.82;03/10/2024
2024;10;3;15;2.09;03/10/2024
2024;10;3;16;1.98;03/10/2024
2024;10;3;17;1.62;03/10/2024
2024;10;3;18;1.17;03/10/2024
2024;10;3;19;0.69;03/10/2024
2024;10;3;20;1.05;03/10/2024
2024;10;3;21;1.76;03/10/2024
2024;10;3;22;2.42;03/10/2024
2024;10;3;23;2.96;03/10/2024
2024;10;4;0;3.38;04/10/2024
2024;10;4;1;3.81;04/10/2024
2024;10;4;2;4.22;04/10/2024
2024;10;4;3;4.59;04/10/2024
2024;10;4;4;4.79;04/10/2024
2024;10;4;5;4.79;04/10/2024
2024;10;4;6;4.7;04/10/2024
2024;10;4;7;4.61;04/10/2024
2024;10;4;8;4.9;04/10/2024
2024;10;4;9;4.61;04/10/2024
2024;10;4;10;3.76;04/10/2024
2024;10;4;11;2.89;04/10/2024
2024;10;4;12;2.16;04/10/2024
2024;10;4;13;1.7;04/10/2024
2024;10;4;14;1.82;04/10/2024
2024;10;4;15;2.31;04/10/2024
2024;10;4;16;2.7;04/10/2024
2024;10;4;17;2.94;04/10/2024
2024;10;4;18;3.0;04/10/2024
2024;10;4;19;2.75;04/10/2024
2024;10;4;20;2.58;04/10/2024
2024;10;4;21;2.75;04/10/2024
2024;10;4;22;3.23;04/10/2024
2024;10;4;23;3.74;04/10/2024
2024;10;5;0;4.0;05/10/2024
2024;10;5;1;4.19;05/10/2024
2024;10;5;2;4.36;05/10/2024
2024;10;5;3;4.49;05/10/2024
2024;10;5;4;4.61;05/10/2024
2024;10;5;5;4.82;05/10/2024
2024;10;5;6;4.86;05/10/2024
2024;10;5;7;4.83;05/10/2024
2024;10;5;8;4.92;05/10/2024
2024;10;5;9;4.79;05/10/2024
2024;10;5;10;4.36;05/10/2024
2024;10;5;11;3.51;05/10/2024
2024;10;5;12;2.65;05/10/2024
2024;10;5;13;2.33;05/10/2024
2024;10;5;14;2.52;05/10/2024
2024;10;5;15;2.94;05/10/2024
2024;10;5;16;3.19;05/10/2024
2024;10;5;17;3.68;05/10/2024
2024;10;5;18;4.35;05/10/2024
2024;10;5;19;4.68;05/10/2024
2024;10;5;20;5.01;05/10/2024
2024;10;5;21;5.94;05/10/2024
2024;10;5;22;6.05;05/10/2024
2024;10;5;23;5.72;05/10/2024
2024;10;6;0;5.25;06/10/2024
2024;10;6;1;5.01;06/10/2024
2024;10;6;2;4.94;06/10/2024
2024;10;6;3;5.12;06/10/2024
2024;10;6;4;5.37;06/10/2024
2024;10;6;5;5.84;06/10/2024
2024;10;6;6;5.92;06/10/2024
2024;10;6;7;6.57;06/10/2024
2024;10;6;8;6.98;06/10/2024
2024;10;6;9;6.95;06/10/2024
2024;10;6;10;6.72;06/10/2024
2024;10;6;11;6.0;06/10/2024
2024;10;6;12;5.0;06/10/2024
2024;10;6;13;4.36;06/10/2024
2024;10;6;14;4.01;06/10/2024
2024;10;6;15;3.82;06/10/2024
2024;10;6;16;3.7;06/10/2024
2024;10;6;17;3.73;06/10/2024
2024;10;6;18;4.16;06/10/2024
2024;10;6;19;4.58;06/10/2024
2024;10;6;20;5.0;06/10/2024
2024;10;6;21;5.55;06/10/2024
2024;10;6;22;5.51;06/10/2024
2024;10;6;23;5.18;06/10/2024
2024;10;7;0;4.79;07/10/2024
2024;10;7;1;4.49;07/10/2024
2024;10;7;2;4.4;07/10/2024
2024;10;7;3;4.41;07/10/2024
2024;10;7;4;4.47;07/10/2024
2024;10;7;5;4.66;07/10/2024
2024;10;7;6;4.75;07/10/2024
2024;10;7;7;4.81;07/10/2024
2024;10;7;8;5.18;07/10/2024
2024;10;7;9;4.88;07/10/2024
2024;10;7;10;4.27;07/10/2024
2024;10;7;11;3.34;07/10/2024
2024;10;7;12;2.49;07/10/2024
2024;10;7;13;2.18;07/10/2024
2024;10;7;14;2.3;07/10/2024
2024;10;7;15;2.55;07/10/2024
2024;10;7;16;2.69;07/10/2024
2024;10;7;17;2.69;07/10/2024
2024;10;7;18;2.68;07/10/2024
2024;10;7;19;2.79;07/10/2024
2024;10;7;20;3.4;07/10/2024
2024;10;7;21;4.43;07/10/2024
2024;10;7;22;5.13;07/10/2024
2024;10;7;23;5.27;07/10/2024
2024;10;8;0;5.08;08/10/2024
2024;10;8;1;4.98;08/10/2024
2024;10;8;2;5.08;08/10/2024
2024;10;8;3;5.15;08/10/2024
2024;10;8;4;5.08;08/10/2024
2024;10;8;5;5.12;08/10/2024
2024;10;8;6;4.84;08/10/2024
2024;10;8;7;4.86;08/10/2024
2024;10;8;8;4.57;08/10/2024
2024;10;8;9;3.82;08/10/2024
2024;10;8;10;2.85;08/10/2024
2024;10;8;11;1.92;08/10/2024
2024;10;8;12;1.81;08/10/2024
2024;10;8;13;2.23;08/10/2024
2024;10;8;14;2.5;08/10/2024
2024;10;8;15;2.58;08/10/2024
2024;10;8;16;2.51;08/10/2024
2024;10;8;17;2.21;08/10/2024
2024;10;8;18;1.69;08/10/2024
2024;10;8;19;1.15;08/10/2024
2024;10;8;20;1.2;08/10/2024
2024;10;8;21;1.73;08/10/2024
2024;10;8;22;1.99;08/10/2024
2024;10;8;23;2.17;08/10/2024
2024;10;9;0;2.24;09/10/2024
2024;10;9;1;2.38;09/10/2024
2024;10;9;2;2.64;09/10/2024
2024;10;9;3;2.9;09/10/2024
2024;10;9;4;2.97;09/10/2024
2024;10;9;5;3.09;09/10/2024
2024;10;9;6;3.31;09/10/2024
2024;10;9;7;3.49;09/10/2024
2024;10;9;8;3.71;09/10/2024
2024;10;9;9;3.66;09/10/2024
2024;10;9;10;3.45;09/10/2024
2024;10;9;11;2.92;09/10/2024
2024;10;9;12;2.41;09/10/2024
2024;10;9;13;2.37;09/10/2024
2024;10;9;14;2.65;09/10/2024
2024;10;9;15;3.04;09/10/2024
2024;10;9;16;3.38;09/10/2024
2024;10;9;17;3.43;09/10/2024
2024;10;9;18;3.26;09/10/2024
2024;10;9;19;2.92;09/10/2024
2024;10;9;20;2.78;09/10/2024
2024;10;9;21;3.06;09/10/2024
2024;10;9;22;3.43;09/10/2024
2024;10;9;23;3.8;09/10/2024
2024;10;10;0;4.05;10/10/2024
2024;10;10;1;4.08;10/10/2024
2024;10;10;2;3.99;10/10/2024
2024;10;10;3;3.92;10/10/2024
2024;10;10;4;4.09;10/10/2024
2024;10;10;5;4.42;10/10/2024
2024;10;10;6;4.49;10/10/2024
2024;10;10;7;4.37;10/10/2024
2024;10;10;8;4.44;10/10/2024
2024;10;10;9;4.31;10/10/2024
2024;10;10;10;4.09;10/10/2024
2024;10;10;11;3.78;10/10/2024
2024;10;10;12;3.32;10/10/2024
2024;10;10;13;2.89;10/10/2024
2024;10;10;14;2.65;10/10/2024
2024;10;10;15;2.64;10/10/2024
2024;10;10;16;2.91;10/10/2024
2024;10;10;17;3.24;10/10/2024
2024;10;10;18;3.2;10/10/2024
2024;10;10;19;2.49;10/10/2024
2024;10;10;20;2.07;10/10/2024
2024;10;10;21;2.46;10/10/2024
2024;10;10;22;3.02;10/10/2024
2024;10;10;23;3.19;10/10/2024
2024;10;11;0;3.13;11/10/2024
2024;10;11;1;2.94;11/10/2024
2024;10;11;2;2.81;11/10/2024
2024;10;11;3;2.68;11/10/2024
2024;10;11;4;2.56;11/10/2024
2024;10;11;5;2.56;11/10/2024
2024;10;11;6;2.7;11/10/2024
2024;10;11;7;2.58;11/10/2024
2024;10;11;8;2.58;11/10/2024
2024;10;11;9;2.06;11/10/2024
2024;10;11;10;1.34;11/10/2024
2024;10;11;11;0.48;11/10/2024
2024;10;11;12;0.52;11/10/2024
2024;10;11;13;1.08;11/10/2024
2024;10;11;14;1.48;11/10/2024
2024;10;11;15;1.61;11/10/2024
2024;10;11;16;1.46;11/10/2024
2024;10;11;17;0.96;11/10/2024
2024;10;11;18;0.26;11/10/2024
2024;10;11;19;0.68;11/10/2024
2024;10;11;20;1.66;11/10/2024
2024;10;11;21;2.76;11/10/2024
2024;10;11;22;3.69;11/10/2024
2024;10;11;23;4.06;11/10/2024
2024;10;12;0;4.11;12/10/2024
2024;10;12;1;4.07;12/10/2024
2024;10;12;2;3.98;12/10/2024
2024;10;12;3;3.83;12/10/2024
2024;10;12;4;3.7;12/10/2024
2024;10;12;5;3.69;12/10/2024
2024;10;12;6;3.57;12/10/2024
2024;10;12;7;3.47;12/10/2024
2024;10;12;8;3.51;12/10/2024
2024;10;12;9;3.38;12/10/2024
2024;10;12;10;2.94;12/10/2024
2024;10;12;11;2.33;12/10/2024
2024;10;12;12;1.73;12/10/2024
2024;10;12;13;1.32;12/10/2024
2024;10;12;14;1.16;12/10/2024
2024;10;12;15;1.27;12/10/2024
2024;10;12;16;1.43;12/10/2024
2024;10;12;17;1.5;12/10/2024
2024;10;12;18;1.36;12/10/2024
2024;10;12;19;1.59;12/10/2024
2024;10;12;20;2.08;12/10/2024
2024;10;12;21;2.52;12/10/2024
2024;10;12;22;2.51;12/10/2024
2024;10;12;23;2.1;12/10/2024
2024;10;13;0;2.1;13/10/2024
2024;10;13;1;2.51;13/10/2024
2024;10;13;2;2.8;13/10/2024
2024;10;13;3;2.86;13/10/2024
2024;10;13;4;3.03;13/10/2024
2024;10;13;5;3.18;13/10/2024
2024;10;13;6;3.12;13/10/2024
2024;10;13;7;3.04;13/10/2024
2024;10;13;8;3.08;13/10/2024
2024;10;13;9;2.68;13/10/2024
2024;10;13;10;2.1;13/10/2024
2024;10;13;11;1.32;13/10/2024
2024;10;13;12;0.8;13/10/2024
2024;10;13;13;1.01;13/10/2024
2024;10;13;14;1.58;13/10/2024
2024;10;13;15;2.14;13/10/2024
2024;10;13;16;2.54;13/10/2024
2024;10;13;17;2.71;13/10/2024
2024;10;13;18;2.83;13/10/2024
2024;10;13;19;2.68;13/10/2024
2024;10;13;20;2.51;13/10/2024
2024;10;13;21;2.29;13/10/2024
2024;10;13;22;1.87;13/10/2024
2024;10;13;23;1.4;13/10/2024
2024;10;14;0;1.0;14/10/2024
2024;10;14;1;0.71;14/10/2024
2024;10;14;2;0.55;14/10/2024
2024;10;14;3;0.53;14/10/2024
2024;10;14;4;0.75;14/10/2024
2024;10;14;5;1.1;14/10/2024
2024;10;14;6;1.33;14/10/2024
2024;10;14;7;1.33;14/10/2024
2024;10;14;8;1.33;14/10/2024
2024;10;14;9;0.84;14/10/2024
2024;10;14;10;0.28;14/10/2024
2024;10;14;11;0.66;14/10/2024
2024;10;14;12;1.13;14/10/2024
2024;10;14;13;1.53;14/10/2024
2024;10;14;14;1.79;14/10/2024
2024;10;14;15;2.05;14/10/2024
2024;10;14;16;2.37;14/10/2024
2024;10;14;17;2.4;14/10/2024
2024;10;14;18;2.58;14/10/2024
2024;10;14;19;2.61;14/10/2024
2024;10;14;20;2.42;14/10/2024
2024;10;14;21;2.02;14/10/2024
2024;10;14;22;1.62;14/10/2024
2024;10;14;23;1.42;14/10/2024
2024;10;15;0;1.47;15/10/2024
2024;10;15;1;1.54;15/10/2024
2024;10;15;2;1.65;15/10/2024
2024;10;15;3;1.69;15/10/2024
2024;10;15;4;1.53;15/10/2024
2024;10;15;5;1.25;15/10/2024
2024;10;15;6;1.19;15/10/2024
2024;10;15;7;1.29;15/10/2024
2024;10;15;8;1.59;15/10/2024
2024;10;15;9;1.75;15/10/2024
2024;10;15;10;2.06;15/10/2024
2024;10;15;11;2.61;15/10/2024
2024;10;15;12;3.26;15/10/2024
2024;10;15;13;3.84;15/10/2024
2024;10;15;14;4.28;15/10/2024
2024;10;15;15;4.65;15/10/2024
2024;10;15;16;4.82;15/10/2024
2024;10;15;17;4.8;15/10/2024
2024;10;15;18;4.74;15/10/2024
2024;10;15;19;4.62;15/10/2024
2024;10;15;20;4.54;15/10/2024
2024;10;15;21;4.49;15/10/2024
2024;10;15;22;4.46;15/10/2024
2024;10;15;23;4.49;15/10/2024
2024;10;16;0;4.42;16/10/2024
2024;10;16;1;4.04;16/10/2024
2024;10;16;2;3.27;16/10/2024
2024;10;16;3;2.3;16/10/2024
2024;10;16;4;1.52;16/10/2024
2024;10;16;5;1.1;16/10/2024
2024;10;16;6;0.7;16/10/2024
2024;10;16;7;0.25;16/10/2024
2024;10;16;8;1.33;16/10/2024
2024;10;16;9;1.68;16/10/2024
2024;10;16;10;1.64;16/10/2024
2024;10;16;11;1.3;16/10/2024
2024;10;16;12;0.79;16/10/2024
2024;10;16;13;0.33;16/10/2024
2024;10;16;14;0.44;16/10/2024
2024;10;16;15;0.84;16/10/2024
2024;10;16;16;1.05;16/10/2024
2024;10;16;17;1.13;16/10/2024
2024;10;16;18;1.13;16/10/2024
2024;10;16;19;1.13;16/10/2024
2024;10;16;20;1.2;16/10/2024
2024;10;16;21;1.37;16/10/2024
2024;10;16;22;1.53;16/10/2024
2024;10;16;23;1.57;16/10/2024
2024;10;17;0;1.47;17/10/2024
2024;10;17;1;1.31;17/10/2024
2024;10;17;2;1.07;17/10/2024
2024;10;17;3;0.83;17/10/2024
2024;10;17;4;0.76;17/10/2024
2024;10;17;5;0.78;17/10/2024
2024;10;17;6;0.82;17/10/2024
2024;10;17;7;1.24;17/10/2024
2024;10;17;8;1.42;17/10/2024
2024;10;17;9;0.96;17/10/2024
2024;10;17;10;0.72;17/10/2024
2024;10;17;11;1.29;17/10/2024
2024;10;17;12;2.17;17/10/2024
2024;10;17;13;3.01;17/10/2024
2024;10;17;14;3.62;17/10/2024
2024;10;17;15;4.0;17/10/2024
2024;10;17;16;4.28;17/10/2024
2024;10;17;17;4.4;17/10/2024
2024;10;17;18;4.68;17/10/2024
2024;10;17;19;4.69;17/10/2024
2024;10;17;20;4.6;17/10/2024
2024;10;17;21;4.52;17/10/2024
2024;10;17;22;4.47;17/10/2024
2024;10;17;23;4.19;17/10/2024
2024;10;18;0;3.89;18/10/2024
2024;10;18;1;3.61;18/10/2024
2024;10;18;2;3.41;18/10/2024
2024;10;18;3;3.24;18/10/2024
2024;10;18;4;3.07;18/10/2024
2024;10;18;5;3.06;18/10/2024
2024;10;18;6;3.15;18/10/2024
2024;10;18;7;2.85;18/10/2024
2024;10;18;8;2.3;18/10/2024
2024;10;18;9;1.93;18/10/2024
2024;10;18;10;1.91;18/10/2024
2024;10;18;11;2.29;18/10/2024
2024;10;18;12;2.92;18/10/2024
2024;10;18;13;3.6;18/10/2024
2024;10;18;14;4.07;18/10/2024
2024;10;18;15;4.5;18/10/2024
2024;10;18;16;4.71;18/10/2024
2024;10;18;17;4.61;18/10/2024
2024;10;18;18;4.41;18/10/2024
2024;10;18;19;4.1;18/10/2024
2024;10;18;20;3.66;18/10/2024
2024;10;18;21;3.32;18/10/2024
2024;10;18;22;3.18;18/10/2024
2024;10;18;23;3.05;18/10/2024
2024;10;19;0;2.81;19/10/2024
2024;10;19;1;2.42;19/10/2024
2024;10;19;2;1.93;19/10/2024
2024;10;19;3;1.34;19/10/2024
2024;10;19;4;0.79;19/10/2024
2024;10;19;5;0.56;19/10/2024
2024;10;19;6;0.74;19/10/2024
2024;10;19;7;0.78;19/10/2024
2024;10;19;8;1.09;19/10/2024
2024;10;19;9;0.48;19/10/2024
2024;10;19;10;0.61;19/10/2024
2024;10;19;11;1.59;19/10/2024
2024;10;19;12;2.39;19/10/2024
2024;10;19;13;3.02;19/10/2024
2024;10;19;14;3.47;19/10/2024
2024;10;19;15;3.77;19/10/2024
2024;10;19;16;3.95;19/10/2024
2024;10;19;17;4.01;19/10/2024
2024;10;19;18;3.93;19/10/2024
2024;10;19;19;3.55;19/10/2024
2024;10;19;20;3.07;19/10/2024
2024;10;19;21;2.63;19/10/2024
2024;10;19;22;2.19;19/10/2024
2024;10;19;23;1.49;19/10/2024
2024;10;20;0;0.77;20/10/2024
2024;10;20;1;0.64;20/10/2024
2024;10;20;2;0.69;20/10/2024
2024;10;20;3;0.53;20/10/2024
2024;10;20;4;0.33;20/10/2024
2024;10;20;5;0.52;20/10/2024
2024;10;20;6;0.88;20/10/2024
2024;10;20;7;1.3;20/10/2024
2024;10;20;8;1.23;20/10/2024
2024;10;20;9;0.69;20/10/2024
2024;10;20;10;0.59;20/10/2024
2024;10;20;11;1.67;20/10/2024
2024;10;20;12;2.96;20/10/2024
2024;10;20;13;4.05;20/10/2024
2024;10;20;14;4.8;20/10/2024
2024;10;20;15;5.19;20/10/2024
2024;10;20;16;5.16;20/10/2024
2024;10;20;17;4.82;20/10/2024
2024;10;20;18;4.59;20/10/2024
2024;10;20;19;4.51;20/10/2024
2024;10;20;20;4.46;20/10/2024
2024;10;20;21;4.19;20/10/2024
2024;10;20;22;3.92;20/10/2024
2024;10;20;23;3.67;20/10/2024
2024;10;21;0;3.62;21/10/2024
2024;10;21;1;3.55;21/10/2024
2024;10;21;2;3.45;21/10/2024
2024;10;21;3;3.33;21/10/2024
2024;10;21;4;3.21;21/10/2024
2024;10;21;5;3.39;21/10/2024
2024;10;21;6;3.65;21/10/2024
2024;10;21;7;3.62;21/10/2024
2024;10;21;8;3.5;21/10/2024
2024;10;21;9;3.37;21/10/2024
2024;10;21;10;3.42;21/10/2024
2024;10;21;11;3.91;21/10/2024
2024;10;21;12;4.48;21/10/2024
2024;10;21;13;4.83;21/10/2024
2024;10;21;14;5.01;21/10/2024
2024;10;21;15;4.99;21/10/2024
2024;10;21;16;4.85;21/10/2024
2024;10;21;17;4.68;21/10/2024
2024;10;21;18;4.63;21/10/2024
2024;10;21;19;4.53;21/10/2024
2024;10;21;20;4.36;21/10/2024
2024;10;21;21;4.19;21/10/2024
2024;10;21;22;3.92;21/10/2024
2024;10;21;23;3.61;21/10/2024
2024;10;22;0;3.26;22/10/2024
2024;10;22;1;2.97;22/10/2024
2024;10;22;2;2.57;22/10/2024
2024;10;22;3;2.16;22/10/2024
2024;10;22;4;1.71;22/10/2024
2024;10;22;5;1.3;22/10/2024
2024;10;22;6;1.04;22/10/2024
2024;10;22;7;1.42;22/10/2024
2024;10;22;8;2.1;22/10/2024
2024;10;22;9;2.41;22/10/2024
2024;10;22;10;2.61;22/10/2024
2024;10;22;11;2.85;22/10/2024
2024;10;22;12;3.13;22/10/2024
2024;10;22;13;3.38;22/10/2024
2024;10;22;14;3.53;22/10/2024
2024;10;22;15;3.69;22/10/2024
2024;10;22;16;3.96;22/10/2024
2024;10;22;17;4.06;22/10/2024
2024;10;22;18;4.12;22/10/2024
2024;10;22;19;3.92;22/10/2024
2024;10;22;20;3.5;22/10/2024
2024;10;22;21;3.26;22/10/2024
2024;10;22;22;3.03;22/10/2024
2024;10;22;23;2.95;22/10/2024
2024;10;23;0;2.93;23/10/2024
2024;10;23;1;2.83;23/10/2024
2024;10;23;2;2.8;23/10/2024
2024;10;23;3;2.79;23/10/2024
2024;10;23;4;2.77;23/10/2024
2024;10;23;5;2.9;23/10/2024
2024;10;23;6;3.01;23/10/2024
2024;10;23;7;3.26;23/10/2024
2024;10;23;8;3.43;23/10/2024
2024;10;23;9;3.45;23/10/2024
2024;10;23;10;3.31;23/10/2024
2024;10;23;11;3.39;23/10/2024
2024;10;23;12;3.67;23/10/2024
2024;10;23;13;3.94;23/10/2024
2024;10;23;14;3.85;23/10/2024
2024;10;23;15;3.37;23/10/2024
2024;10;23;16;3.1;23/10/2024
2024;10;23;17;3.15;23/10/2024
2024;10;23;18;3.24;23/10/2024
2024;10;23;19;3.23;23/10/2024
2024;10;23;20;3.18;23/10/2024
2024;10;23;21;3.04;23/10/2024
2024;10;23;22;2.78;23/10/2024
2024;10;23;23;2.48;23/10/2024
2024;10;24;0;2.43;24/10/2024
2024;10;24;1;2.31;24/10/2024
2024;10;24;2;2.01;24/10/2024
2024;10;24;3;1.64;24/10/2024
2024;10;24;4;1.25;24/10/2024
2024;10;24;5;0.96;24/10/2024
2024;10;24;6;0.83;24/10/2024
2024;10;24;7;1.24;24/10/2024
2024;10;24;8;1.53;24/10/2024
2024;10;24;9;2.04;24/10/2024
2024;10;24;10;2.71;24/10/2024
2024;10;24;11;3.25;24/10/2024
2024;10;24;12;3.71;24/10/2024
2024;10;24;13;4.06;24/10/2024
2024;10;24;14;4.24;24/10/2024
2024;10;24;15;4.35;24/10/2024
2024;10;24;16;4.28;24/10/2024
2024;10;24;17;4.15;24/10/2024
2024;10;24;18;4.14;24/10/2024
2024;10;24;19;4.06;24/10/2024
2024;10;24;20;4.04;24/10/2024
2024;10;24;21;3.99;24/10/2024
2024;10;24;22;3.89;24/10/2024
2024;10;24;23;3.92;24/10/2024
2024;10;25;0;4.06;25/10/2024
2024;10;25;1;4.14;25/10/2024
2024;10;25;2;4.14;25/10/2024
